ID,PRJ_NAME,PRJ_FILENAME,NUMBER_OF_RECORDS,CREATE_DATE,MOD_DATE,VERSION,CURRENCY,LANGUAGE,UNIT_OF_MEASURE,UNIT_OF_VOLUME,UNIT_OF_WEIGHT,UNIT_OF_AREA,TOTAL_LIST,TOTAL_SELL,TOTAL_SELL_PERCENTAGE,TOTAL_PURCHASE,TOTAL_PURCHASE_PERCENTAGE,TOTAL_MARGIN,TOTAL_MARGIN_PERCENTAGE,TOTAL_DEALER_CHARGE_TAX,TOTAL_CUSTOMER_CHARGE_TAX,TOTAL_DEALER_ORDER,TOTAL_CUSTOMER_ORDER,USER_ID,STANDARD_OPTION_FILE
1,SPEC_UNCC_PoppMartinStudentCenter_REV03.01.23,,12,3/7/2023 11:09:13 AM,3/7/2023 11:09:13 AM,-1,$$,English,SI,SI,SI,SI,45864.0,37688.0,-17.826617826617827,29257.4,-36.20835513692656,8430.599999999999,22.369454468265758,0.0,8236.68,29257.4,45924.68,0,C:\Users\Chrsc\Documents\ProjectSpec\Standard Options\Webinar 3.7.sotx
